source_id	language	text	path	record_no
raw_056f0f74b9	ko_kp	The respected Comrade General Secretary, who has paid close attention to the solution of rural problems from the very beginning of the new era of Juche revolution, was at the historic conference venue., On the path of meaningful local guidance, The great logo that he gave for the rapid development of our style of socialist rural life by giving valuable teachings at important party meetings and whenever the opportunity arose, deeply engraves how the rural revolutionary program of the new era was prepared through a painstaking journey of pioneering.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	２０２１The 4th Plenary Meeting of the 8th Central Committee of the Workers' Party of Korea held in December 2018 is engraved in the building as a historic meeting in which the rural revolutionary program of the new era was declared to open a new turning point in our style of socialist rural development.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	Dear Comrade General Secretary, the struggle for comprehensive development of socialism is a mature demand for our revolutionary practice., He had deep insight into the current situation in rural areas and made a historic report at the plenary session. 《Let us open a great new era of our own style of socialist rural development.》 He presented a new era rural revolutionary platform to brilliantly realize our party's rural construction plan.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	Fundamental Purpose of the New Era Rural Revolution Program, The basic content is to ultimately solve the peasant problem and the agricultural problem, thereby helping the working class and the peasants., The goal is to completely eliminate the differences between urban and rural areas and build the people's ideal society.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	In the new era rural revolution program, 《Toward a new victory in socialist rural construction!》The noble guidelines set forth in opening a great new era in which the country's agriculture will be raised to a solid upward stage and the rapid development of our style socialist rural areas will be achieved, holding high the slogan:, It is specifically revealed	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	In his report to the plenary session, the respected Comrade General Secretary said that our Party's goal of socialist rural construction is to transform the entire country's rural areas into Juche ideology and make them materially wealthy, and to raise the level of ideological awareness of agricultural workers., Dramatic development of agricultural productivity, He revealed that fundamental change in the rural living environment is the goal that must be achieved in our style of rural development.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	The basic task of the rural revolution in the new era is to vigorously carry out the three major revolutions, prepare all agricultural workers to become rural revolutionaries, achieve continuous growth in agricultural production, and change the aspect and environment of rural areas.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	Thoughts in rural areas, technology, The problem of vigorously promoting the three major cultural revolutions, The problem of continuously growing the country's agricultural production, Problems with increasing national investment in agriculture, The problem of decisively changing the aspect and environment of rural areas, The new rural revolutionary program, which provides scientific and complete answers to all theoretical and practical problems arising in socialist rural construction in the new era, including the problem of strengthening party leadership in socialist rural construction, is a monumental document with great transformative significance in stoking the flames of rural revolution, accelerating the all-round revival of socialism, and realizing our people's century-old dream as soon as possible.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	The rural revolutionary program for the new era presented by the respected Comrade General Secretary is a revolutionary continuation of the socialist rural thesis presented by the great leader and a deepening development to a new, higher level.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	The new era rural revolutionary program presented at the 4th plenary session of the 8th Party Central Committee successfully tackles the serious and multifaceted difficult and vast tasks of rural development in our country without the slightest bias., It is a powerful practical weapon that can be realized in the shortest possible time.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	It is an immortal outline of socialist rural construction that specifies the most accurate course for ultimately resolving rural problems in response to the demands of the comprehensive development period of socialist construction, and is the banner of struggle that guarantees the victorious advance of the great new era of our style of socialist rural development.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	A rural revolutionary program for a new era in which the extraordinary ideological and theoretical foresight of our dear Comrade General Secretary shines, his noble sense of responsibility for the Party and the revolution and his sense of historical mission run high, and he is overflowing with infinite love and extraordinary passion for his country and people., Here, the noble intention and unyielding will of the dear Comrade General Secretary to vigorously push forward the rural revolution and transform all our rural areas into a socialist paradise that we can be proud of and to turn the people's century-old longings and ideals into reality.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	The culmination of the fiery effort and endless thought of our dear Comrade General Secretary, who devoted his whole life to transforming our rural areas into socialist ideal villages, glorifying the socialist rural construction achievements of the great leader and the great general, and who care so much to ensure that our people enjoy a prosperous and civilized life to the fullest, worthy of envy in the world, is the rural revolutionary program of the new era, and a new history of socialist rural construction begins, supported by that passionate wish. A new era of comprehensive national revival has begun.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	Truly, how great is the birth itself of our party's new rural revolutionary program, how grand are the implementation process and results, and how bright will the future of socialist rural areas that this immortal outline bring?.	data\corpus\raw\url_0c991141388b.corpus	1
raw_056f0f74b9	ko_kp	Headquarters Reporter Kim Jun-hyuk	data\corpus\raw\url_0c991141388b.corpus	1
raw_2f920f8c58	ko_kp	Rodong Newspaper Rodong Newspaper Rodong Newspaper Friday, May 29, 2026 Page 1 News from the front lines of implementing the party's decision Powerfully promoting the Pungnam Mine Development Corporation 2.８Vinalon United Enterprise takes action to implement the decision of the 9th Party Congress..８Vinalon Joint Enterprise workers and the working class are vigorously pushing for the Pungnam Mine Development Corporation.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	Crushing in an area with inexhaustible deposits of high-quality limestone, The working class of the joint enterprise that built the ore processing system, including the Sabyeol process, is stubbornly pushing ahead with construction work such as extending the railway line in cooperation with the relevant unit.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	《Performance in economic work depends on how to activate the revolutionary enthusiasm and creativity of the masses who are responsible for it.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	》 The joint enterprise officials are keeping in mind the significance and importance of the development of the Pungnam Mine in expanding the chemical product production capacity and are conducting construction in a revolutionary manner.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	They are not only setting up a command force for mine development, but are also going to the field and actively carrying out political and ideological work to arouse the public to implement the party's decisions. They are also specifically understanding the problems raised and developing countermeasures immediately.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	The workers and the working class mobilized for the development of the Pungnam mine are demonstrating the revolutionary spirit of self-reliance and stubbornly breaking through all the obstacles that stand in their way.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	１serial crushing, Having learned a lot of experience and lessons while conducting a trial run of the bereavement process, they are exploring and introducing reasonable work methods and vigorously promoting the second series of construction.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	Pungnam Mine workers take a leading position, establish close ties with relevant units, and vigorously push forward with the assembly and installation of major facilities while using their own technicians., We are focusing on the business of increasing functional capacity.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	The construction of housing for employees, which is another battleground in the development of the Pungnam Mine, is also progressing vigorously.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	Kim Il-sung before - Kim Jong-il's Research Laboratory, Workers' camp, Day care kindergarten, clinic, The working class of the joint enterprise that built the miner's house is now speeding up the construction of hundreds of employees' living quarters.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	Pungnam-ri, which was quiet in the past, is now emerging as a promising limestone production base, as the foundation for securing the livelihood of miners is being established along with the production system that has been carved out of the mountain top and firmly established.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	2 people who came together as one in the struggle to accelerate and end the development of the Pungnam mine..８Vinalon Joint Enterprise workers and the working class continue to increase their forward momentum.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	Amid the ongoing struggle to implement the decisions of the 9th 1st Plenary Meeting of the Party Central Committee at the Pochon Naegok Power Plant construction site, the construction of the Pochon Naegok Power Plant in Ryanggang Province is accelerating at a rapid pace.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	According to the comprehensive data, the results of waterway tunnel expansion and covering construction are much higher than in previous months due to the high revolutionary enthusiasm of provincial officials and builders.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	In early May, the provincial party committee organized a council of workers at the construction site to qualitatively complete power plant construction in the shortest possible time.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	The council said the facility, Problems with ensuring materials on time, There was a serious discussion of countermeasures that would arise in concluding waterway excavation work, which is key in power plant construction, as soon as possible, including the issue of rational organization of labor.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	The entire province's attention is focused on the power plant construction site.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	The workers of the Bochon Naegok Power Plant Construction Brigade are organizing and carrying out construction operations and commands in a vacuum and powerful manner, with a firm focus on political work to further heighten the enthusiasm of the construction public.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	Hyesan Steel Plant, Hyesan Cement Plant is raising its voice to increase production to secure materials for power plant construction.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	Kim Chaek University of Technology, Scientist at the 1st Power Design Research Institute of the Ministry of Electric Power Industry and Energy, researcher, Planners are fighting a battle to secure scientific and technological collateral to accelerate construction., We are actively conducting technology wars.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	The spirit of great deeds is rising at the water tunnel construction site.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	２Provincial Investigation Management Bureau in charge of the gang, The provincial land environmental protection management bureau companies are actively introducing new technological innovations and constantly improving construction performance.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	３Tao-Kwang Industrial Complex, in charge of the gang, Docheshin Management Bureau, Provincial trade management bureau companies are also adopting advanced methods and speeding up work significantly compared to before.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	４Hyesan Youth Mining Company, in charge of the mine, successfully carried out a trial run of the hoisting machine for transporting goods and secured collateral to speed up construction.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	Not to be outdone, the water intake tower, The Provincial People's Committee and Provincial Forest Management Bureau companies in charge of spillway construction are also recording high performance in vertical shaft expansion and covering concrete installation.	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2f920f8c58	ko_kp	Special correspondent Jeon Cheol-ju	data\corpus\raw\url_33bc0320f0b0.corpus	1
raw_2c91974086	ko_kp	Rodong Newspaper Rodong Newspaper Rodong Newspaper Sunday, March 22, 2026, page 2 [There is a photo] The heyday of capital construction brought about by great leadership. Under the wise leadership of the great Party Central Committee, Pyongyang, the capital of our socialist homeland, is being transformed day by day, with a new image of the war era engraved on the government building. Our people are welcoming a historic day when the solemn struggle to build housing for 50,000 households in Pyongyang City began.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	２０２１The groundbreaking ceremony for the construction of a 10,000-unit residential house in Pyongyang City held on March 23, 2018 with the presence of respected Comrade Kim Jong-un, was a significant opportunity that marked another significant milestone in the history of capital construction.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	The entire people of the country, who look back with boundless pride on the past five years in which unprecedented miracles have been created in the construction of the capital, driven by the dear Comrade General Secretary's undying love for the people, warmly embrace the world of undying devotion of a peerless man who devoted himself to the brilliant transformation of Pyongyang.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	《Our Pyongyang should be the most beautiful and greatest city in the world.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	》 Reflecting the will and desire of the people who want to live civilized in excellent houses, the respected Comrade General Secretary made the construction of houses for 50,000 households in Pyongyang a policy at the historic 8th Congress of the Party, and organized and led the grandiose construction campaigns that took place year after year, unfolding the heyday of capital construction.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	At the 2nd Plenary Meeting of the 8th Central Committee of the Party, the construction of residential houses was considered an important project to provide a stable and civilized life to the people., The dear Comrade General Secretary, who raised the issue as a political issue to protect the authority of the Party Congress, personally attended the groundbreaking ceremony for the construction of 10,000 residential units in Pyongyang City on March 23, 2021. Through the construction of 50,000 residential units, we will not only change the face of the capital city once again, but also establish a new platform that will sublimate and develop socialist construction step by step with confidence. era of progress, He expressed confidence that an era of power would be ushered in.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	The respected Comrade General Secretary said that the construction of residences in the capital is a long-awaited project that our Party and the country are pursuing as the most important task and a promise the Party and the government made to the people, adding that the entire capital construction area is a new high point of socialist construction., He wisely guided us to become the main offensive front symbolizing the turbulent times.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	The respected Comrade General Secretary, who defined prioritizing the people's convenience as the core of urban construction, clearly specified the direction and methods for implementing the grand construction plan that will bring real and fundamental changes to the people's lives.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	During the period from Songhwa Street to the construction of 10,000 residential homes in the fourth phase in the Hwaseong district, the respected Comrade General Secretary visited the site as many as 10 times and devoted his efforts and logos to ensure that our Party's people-first architectural philosophy was thoroughly implemented in each and every building.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	In those turbulent days when modern new streets were being built every year in our capital, which boasts a long history, creating a wonderful reality, the number of design plans completed by the respected Comrade General Secretary himself numbered in the thousands.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	deep night, House layout plan even in the early morning, Under the energetic leadership of the respected Comrade General Secretary, who looked at bird's-eye views, visited construction sites in person, and led us to constantly pioneer new frontiers in the development of socialist civilization in construction, a series of miraculous construction myths were created in the construction of houses for 50,000 households in Pyongyang.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	Thanks to the dedicated struggle of the soldiers and builders who held the Party's noble meaning of devotion to the people deep in their hearts and stepped forward with unwavering will, the amount of foundation excavation and foundation concrete alone amounted to about 100,002 million each.㎥, ３Over 400,000 people㎥And the construction of a high-rise residential building, housing nearly 900 households, was completed in just 80 days.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	In addition, it clearly demonstrates the power of the great unity of the people and the military, and in just one year, hundreds of thousands of people were built over the land area of 56 Jeongbo.㎡160 high-rise buildings with a total building area of, High-rise residences and public buildings, Songhwa Street, equipped with a service network, has emerged as the first entity to ensure the solid victory of the 5-year capital construction plan.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	By constructing luxurious houses for ordinary workers in a historical and famous place in the capital, a complete fusion of buildings and nature while preserving the natural environment on the banks of the picturesque Potong River, supported by the sublime majesty of the great leader Comrade Kim Il-sung, who will continue the history of love for the people for generations to come., The construction of an attic housing complex that perfectly realizes the organic and scientific arrangement of living space and ecological space is an excellent standard for residential areas in our country., An example has been set	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	The first phase of construction of 10,000 residential units in Hwaseong District added 2,000 more households than planned, creating hundreds of high-rise buildings on a large site of 1,500 units., High-rise residences and public buildings, volunteer network, It is a huge construction task that requires the construction of facilities, and is almost three times the amount of Songhwa Street construction a year ago.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	The county and civilian builders upheld the Party Central Committee's intention to make the beacon of innovation in the construction sector burn fiercely as a great leap forward on all fronts of socialist construction, unleashed their strong fighting spirit and unyielding power of self-reliance, and completed the first phase of residential building construction in the Hwaseong district within one year, proudly displaying a scene of new houses unique to our country.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	The joy and happiness of becoming the owner of a new home, As the streets of the capital were filled with the great pride and self-confidence of the people who enjoy the rare civilization they had envisioned in their ideals, the joyous sound of the second phase of construction of 10,000 homes in the Hwaseong District and the start of new street construction in the Seopo District in 2023 once again filled the world.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	Successive attacks on construction command center for 50,000 households in Pyongyang City, Waving under the banner of continuous innovation, all construction workers worked hard to build the second phase of the Hwaseong district with extraordinary determination and maximum effort.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	Our trustworthy youth vanguard, who cherished the great faith of the peerless man who entrusted the entire construction of the important object, which erected houses for over 400 generations to form a unique street at the northern gateway of the capital Pyongyang, to the Socialist Patriotic Youth League and the Baekdu Mountain Heroes Youth Shock Brigade, completed the massive earth handling and basic excavation tasks in a short period of time, and the young soldiers also completed the task. Height is about 220mThe frame work of an 80-story house was successfully completed as an exhibition for the Party's founding anniversary.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	２０２４In 2018, the construction of 10,000 homes and avant-garde streets in the second phase of the Hwaseong district, which was expanded more than the first phase of construction, was successfully completed, clearly confirming the development potential of Juche Joseon, which is taking greater strides in advancing and creating socialist civilization at an astonishing pace that surpasses existing practices every year.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	Under the scientific and energetic leadership of the great Party Central Committee, a modern high-rise building has achieved an ideal harmony through the excellent fusion of architectural and formative artistry and advanced civilization in the Hwaseong district., High-rise residential houses and unique commercial and welfare service bases with strong symbolism have sprung up majestically as a new large building group, marking the third completion.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	３Stage 1: With the construction of 10,000 homes, the Hwaseong district becomes a single administrative district., economy, A center that can secure cultural functions and lead existing areas in the metropolitan area to civilization and enlightenment, It has revealed its perfect status as a model, and meaningful development has been achieved that creates a stark contrast between yesterday's Pyongyang, which has gone through decades of change, and today's modernized Pyongyang.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	２０２６In February 2018, we witnessed the remarkable development of the Juche-driven and people-oriented character unique to our party and country and the people-first architecture., With the completion of the 10,000-unit residences and Saebyeol Street in the 4th stage, which splendidly stood up and united the struggle for the final stage of the monumental 5-year capital construction plan, the Hwaseong district was transformed into a modern administrative district and became a symbol of the new miracle of socialist Joseon, indomitable along with the great Kim Jong-un era., It shines even brighter as a pronoun	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	Feeling proudly the development of the capital city that has been achieved during the past five years of struggle filled with dazzling changes, our people firmly hold the conviction that thanks to the presence of our dear Comrade General Secretary, the capital city of Pyongyang will be transformed even more brilliantly into a paradise of happiness where socialist civilization is in full bloom.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	The people of the entire country and the soldiers of the People's Army are following the wise leadership of the great Party Central Committee and supporting the brilliant pace of advancement of Juche Joseon., A hundred times the pride and courage that created the struggle tradition, We will continue the period of great prosperity in construction by building up momentum and vigorously carrying out a general advance to realize the new vision goals presented by the Party's 9th Congress.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_2c91974086	ko_kp	【Korean Central News Agency】 Songhwa Street Construction began on March 23, 2021 Completed on April 11, 2022 Hwaseong District Phase 1 Construction began on February 12, 2022 Construction began on April 2023 Completion on the 16th Hwaseong District Phase 2 Construction began on February 15, 2023 Completion on April 16, 2024 Dislocation distance Construction began on February 25, 2023 Completed on May 14, 2024 Hwaseong District Phase 3 Construction began on February 23, 2024 Completed on April 15, 2025 Hwaseong District Phase 4 2025 Construction began on February 16th and was completed on February 16th, 2026.	data\corpus\raw\url_7d75c9181b4c.corpus	1
raw_b4207d7b59	ko_kp	Rodong Newspaper Rodong Newspaper Rodong Newspaper Wednesday, April 8, 2026, page 1 [There is a photo] The Korean Workers' Party's architectural philosophy of putting the people first is clearly being demonstrated. Dear Comrade Kim Jong-un said the following:	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	《Juche's socialist architecture is, in essence, a people-first architecture.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	》 Juche Architecture, which is enjoying an unprecedented heyday in the government under the wise leadership of the Party, is showing off its grandeur to the world as a symbol of our feat of leaping forward into a powerful nation.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	This is simply the speed and scale of construction, It is not only about advancedness and modernity.	data\corpus\raw\url_7fa73ba1791a.corpus	1
